GammaVision Nuclide Library Suspect.Lib                         Page:   1
     1388.02keV     0.006723%            G-------
      814.10keV     0.003221%            G-------
      674.95keV     0.002952%            G-------
       37.36keV     0.002739%            -X------
      864.45keV     0.002416%            G-------
       36.85keV     0.001501%            -X------
      624.70keV     0.001127%            G-------
       42.30keV     0.001043%            -X------
     1978.82keV     0.000872%            G-------
     1376.27keV     0.000389%            G-------
     2046.30keV     0.000268%            G-------
     2072.90keV     0.000228%            G-------
     1560.97keV     0.000201%            G-------
     2654.90keV     0.000148%            G-------

    Nd-147         10.98 Days     0.1000 TFI-----
       91.11keV         27.9%            G-------
       38.72keV         23.5%            -X------
      531.02keV         13.1%            G-------
       38.17keV           13%            -X------
       43.80keV          9.1%            -X------
      319.41keV         1.95%            G-------
      439.89keV          1.2%            G-------
      398.15keV         0.87%            G-------
      685.90keV         0.81%            G-------
      275.37keV          0.8%            G-------
      120.48keV          0.4%            G-------
      594.80keV        0.265%            G-------
      196.64keV        0.204%            G-------
      489.24keV        0.153%            G-------
      410.48keV         0.14%            G-------
      589.35keV        0.046%            G-------
      154.00keV         0.03%            G-------
      680.52keV         0.02%            G-------

    Eu-152         13.54 Yrs.     0.1000 TF------
       40.12keV           38%            -X------
      121.78keV         28.4%            G-------
      344.28keV         26.6%            G-------
       39.52keV           21%            -X------
     1408.01keV        20.87%            G-------
       45.40keV         14.8%            -X------
      964.13keV        14.34%            G-------
     1112.12keV        13.55%            G-------
      778.90keV        12.96%            G-------
     1085.91keV         9.92%            G-------
      244.70keV         7.49%            G-------
      867.39keV         4.15%            G-------
      443.98keV         2.78%            G-------
      411.11keV         2.23%            G-------
     1089.70keV         1.71%            G-------
     1299.12keV        1.626%            G-------
     1212.95keV        1.399%            G-------
      688.68keV        0.835%            G-------
      367.79keV         0.83%            G-------

    Eu-154         8.593 Yrs.     0.1000 TFI-----
      123.07keV         40.6%            G-------
     1274.44keV           35%            G-------
      723.30keV        20.11%            G-------
     1004.72keV        17.91%            G-------
       43.00keV         13.3%            -X------
      873.19keV         12.2%            G-------
      996.26keV        10.53%            G-------
       42.31keV         7.39%            -X------
      247.93keV         6.91%            G-------
       48.70keV         5.26%            -X------
      591.76keV         4.96%            G-------
      756.80keV         4.54%            G-------
      692.42keV        1.792%            G-------
     1596.49keV        1.788%            G-------
      904.08keV        0.893%            G-------
      582.01keV        0.889%            G-------
     1246.15keV        0.864%            G-------
     1494.05keV          0.7%            G-------
      845.39keV        0.588%            G-------

    Eu-155         4.761 Yrs.     0.1000 TFI-----
       86.54keV         30.7%            G-------
      105.31keV         21.2%            G-------
       43.00keV         11.8%            -X------
       42.31keV         6.54%            -X------
       48.70keV         4.65%            -X------
       45.30keV         1.33%            G-------
       60.01keV         1.13%            G-------
       26.53keV        0.316%            G-------
       86.06keV         0.15%            G-------
       57.98keV        0.067%            G-------
      146.06keV        0.052%            G-------
       18.76keV        0.049%            G-------
       40.75keV        0.026%            G-------
       13.80keV         0.02%            G-------
       12.70keV         0.01%            G-------
       24.60keV        0.008%            G-------
       31.44keV     0.007061%            G-------
       10.49keV     0.004881%            G-------
       21.04keV      0.00047%            G-------

    Gd-153         241.6 Days     0.1000 TF------
       41.54keV         38.9%            -X------
       97.43keV         30.2%            G-------
       40.90keV         21.5%            -X------
      103.18keV         21.4%            G-------
       47.00keV         15.2%            -X------
       69.67keV         2.54%            G-------
       83.37keV        0.211%            G-------
       75.42keV        0.079%            G-------
       89.49keV        0.069%            G-------
      172.85keV        0.044%            G-------
       14.07keV       0.0302%            G-------
       54.19keV        0.015%            G-------
       68.23keV      0.01208%            G-------
      151.61keV     0.003322%            G-------
       96.88keV     0.002416%            G-------
      166.57keV     0.000302%            G-------
      172.30keV     0.000242%            G-------
       19.82keV     0.000165%            G-------
      118.10keV     0.000139%            G-------

    Tb-160          72.3 Days     0.1000 TF------
      879.38keV        30.01%            G-------
      298.58keV        25.51%            G-------
      966.17keV        25.21%            G-------
     1177.96keV        15.07%            G-------
       86.79keV        12.99%            G-------
       46.00keV         10.7%            -X------
      962.32keV         9.91%            G-------
     1271.88keV         7.46%            G-------
       45.21keV         5.99%            -X------
      197.04keV          5.2%            G-------
       52.10keV         4.29%            -X------
      215.65keV            4%            G-------
     1312.14keV        2.833%            G-------
     1199.89keV         2.38%            G-------
      765.28keV        2.128%            G-------
     1115.12keV        1.576%            G-------
      392.51keV        1.338%            G-------
     1002.88keV        1.035%            G-------
      309.56keV        0.862%            G-------

    Yb-175         4.185 Days     0.1000 TF------
      396.33keV          6.4%            G-------
      282.52keV            3%            G-------
      113.81keV         1.88%            G-------
       54.07keV         1.84%            -X------
       52.97keV         1.05%            -X------
       61.30keV         0.77%            -X------
      144.86keV         0.33%            G-------
      137.66keV        0.103%            G-------
      251.47keV        0.084%            G-------

    Lu-177         6.734 Days     0.1000 TF------
      208.37keV           11%            G-------
      112.95keV          6.4%            G-------
       55.79keV         2.88%            -X------
       54.61keV         1.64%            -X------
       63.20keV         1.21%            -X------
      321.32keV        0.219%            G-------
      249.67keV        0.212%            G-------
       71.65keV        0.154%            G-------
      136.72keV       0.0482%            G-------

    Hf-181         42.39 Days     0.1000 TF------
      482.18keV         80.5%            G-------
      133.02keV         43.3%            G-------
       57.53keV         15.8%            -X------
      345.93keV        15.12%            G-------
       56.28keV          9.1%            -X------
       65.20keV          6.7%            -X------
      136.26keV         5.85%            G-------
      136.86keV         0.86%            G-------
      475.99keV        0.703%            G-------
      615.17keV        0.233%            G-------
      618.66keV      0.02504%            G-------

    Ta-182         114.4 Days     0.1000 TF------
       67.75keV         41.2%            G-------
     1121.30keV         34.9%            G-------
     1221.41keV           27%            G-------
       59.32keV         18.4%            -X------
     1189.05keV         16.2%            G-------
      100.11keV         14.1%            G-------
     1231.02keV        11.44%            G-------
       57.98keV        10.56%            -X------
       67.20keV         7.81%            -X------
      222.11keV         7.49%            G-------
      152.43keV         6.93%            G-------
      229.32keV         3.63%            G-------
      264.08keV         3.61%            G-------
      179.39keV         3.08%            G-------
       65.72keV         2.92%            G-------
       84.68keV         2.65%            G-------
      156.39keV         2.64%            G-------
     1001.70keV         2.07%            G-------
      113.67keV         1.88%            G-------

     W-187         23.72 Hrs.     0.1000 TF------
      685.73keV         27.3%            G-------
      479.55keV         21.8%            G-------
       61.14keV         12.5%            -X------
       72.00keV         11.1%            G-------
      134.25keV          8.8%            G-------
       59.72keV          7.2%            -X------
      618.26keV         6.28%            G-------
       69.30keV         5.36%            -X------
      551.52keV         5.08%            G-------
      772.89keV         4.12%            G-------
      625.52keV         1.09%            G-------
      511.66keV        0.647%            G-------
      864.55keV        0.336%            G-------
      745.22keV        0.298%            G-------
      206.24keV        0.143%            G-------
      879.45keV        0.142%            G-------
      588.95keV        0.122%            G-------
      246.28keV        0.119%            G-------
      582.00keV        0.108%            G-------

    Au-196         6.183 Days     0.1000 -F---C--
      355.73keV           87%            G-------
       66.83keV         37.2%            -X------
      333.03keV         22.9%            G-------
       65.12keV         21.7%            -X------
       75.70keV         16.2%            -X------
      426.10keV          7.2%            G-------
      521.40keV        0.389%            G-------
     1091.40keV        0.149%            G-------
       70.82keV        0.096%            -X------
       68.89keV        0.056%            -X------
      326.20keV         0.05%            G-------
      759.10keV      0.04434%            G-------
       80.30keV       0.0421%            -X------
      393.40keV      0.01009%            G-------
      570.80keV     0.006869%            G-------
      432.00keV     0.006695%            G-------
      688.80keV     0.006087%            G-------
      659.50keV     0.003652%            G-------

    Au-198         64.68 Hrs.     0.1000 TF------
      411.80keV        95.58%            G-------
       70.82keV         1.38%            -X------
       68.89keV         0.81%            -X------
      675.88keV        0.804%            G-------
       80.30keV         0.61%            -X------
     1087.68keV        0.159%            G-------

    Hg-203         46.61 Days     0.1000 TF------
      279.20keV        81.46%            G-------
       72.87keV         6.36%            -X------
       10.30keV          5.9%            -X------
       70.83keV         3.75%            -X------
       82.60keV         2.81%            -X------

    Tl-208         183.2 Sec.     0.1000 -F-N----
     2614.53keV        99.16%            G-------
      583.19keV         84.5%            G-------
      510.77keV         22.6%            G-------
      860.56keV        12.42%            G-------
      277.36keV         6.31%            G-------
       74.97keV         3.41%            -X------
       10.60keV          2.9%            -X------
       72.80keV         2.02%            -X------
      763.13keV         1.81%            G-------
       84.90keV         1.51%            -X------
      252.61keV         0.69%            G-------
     1093.90keV          0.4%            G-------
      233.36keV        0.307%            G-------
      982.70keV        0.203%            G-------
      722.04keV        0.201%            G-------
      211.40keV        0.178%            G-------
      927.60keV        0.131%            G-------
     1282.80keV        0.052%            G-------
      485.95keV         0.05%            G-------
      748.70keV        0.043%            G-------

    Pb-210          22.3 Yrs.     0.1000 ---N----
       10.80keV           25%            -X------
       46.54keV         4.25%            G-------

    Pb-212         10.64 Hrs.     0.1000 ---N----
      238.63keV         43.3%            G-------
       77.11keV         17.5%            -X------
       10.80keV         15.1%            -X------
       74.81keV         10.4%            -X------
       87.30keV          7.8%            -X------
      300.09keV         3.28%            G-------
      115.18keV        0.592%            G-------
      415.20keV        0.143%            G-------
      176.68keV        0.052%            G-------

    Pb-214          26.8 Min.     0.1000 ---N----
      351.92keV         35.8%            G-------
      295.21keV         18.5%            G-------
       10.80keV         13.1%            -X------
       77.11keV          9.9%            -X------
      241.98keV          7.5%            G-------
       74.81keV          5.9%            -X------
       87.30keV         4.41%            -X------
       53.23keV         1.11%            G-------
      785.91keV         0.85%            G-------
      839.03keV         0.63%            G-------
      258.79keV         0.55%            G-------
      487.08keV         0.44%            G-------
      580.15keV         0.35%            G-------
      274.53keV         0.35%            G-------
      480.42keV         0.33%            G-------
      462.10keV         0.23%            G-------
      533.69keV         0.19%            G-------
      766.00keV         0.08%            G-------
      314.20keV         0.08%            G-------
      196.30keV         0.06%            G-------

    Bi-207         31.55 Yrs.     0.1000 -----C--
      569.70keV        97.74%            G-------
     1063.66keV         74.5%            G-------
       74.97keV         36.8%            -X------
       10.60keV           36%            -X------
       72.80keV         21.8%            -X------
       84.90keV         16.4%            -X------
     1770.24keV         6.87%            G-------
     1442.20keV         0.13%            G-------
      897.80keV        0.121%            G-------
      511.00keV         0.02%            G-------
      328.12keV      0.00067%            G-------

    Bi-212         60.55 Min.     0.1000 ---N----
       10.30keV            8%            -X------
      727.33keV         6.58%            G-------
     1620.50keV         1.49%            G-------
      785.37keV        1.102%            G-------
       39.86keV         1.06%            G-------
     1078.62keV        0.564%            G-------
      893.41keV        0.378%            G-------
      452.98keV        0.363%            G-------
      288.20keV        0.337%            G-------
     1512.70keV         0.29%            G-------
      952.12keV         0.17%            G-------
      328.03keV        0.125%            G-------
       72.87keV        0.098%            -X------
     1806.00keV         0.09%            G-------
       79.29keV        0.067%            -X------
       11.10keV        0.061%            -X------
     1679.70keV        0.058%            G-------
       70.83keV        0.058%            -X------
      473.00keV         0.05%            G-------
       82.60keV        0.043%            -X------

    Bi-214          19.9 Min.     0.1000 ---N----
      609.31keV         44.8%            G-------
     1764.49keV        15.36%            G-------
     1120.29keV         14.8%            G-------
     1238.11keV         5.86%            G-------
     2204.21keV         4.86%            G-------
      768.36keV          4.8%            G-------
     1377.67keV         3.92%            G-------
      934.06keV         3.03%            G-------
     1729.59keV         2.88%            G-------
     1407.98keV          2.8%            G-------
     1509.23keV         2.12%            G-------
     1847.42keV         2.04%            G-------
     1155.19keV         1.64%            G-------
     1401.50keV         1.55%            G-------
     2447.86keV          1.5%            G-------
     1280.96keV         1.44%            G-------
      665.45keV         1.29%            G-------
     2118.55keV         1.14%            G-------
     1661.28keV         1.14%            G-------
      806.17keV         1.12%            G-------

    Ra-226          1600 Yrs.     0.1000 ---N----
      186.10keV          3.5%            G-------
       11.70keV         0.86%            -X------
       83.78keV         0.32%            -X------
       81.07keV        0.192%            -X------
       94.90keV        0.145%            -X------
      262.27keV       0.0049%            G-------
      600.66keV       0.0005%            G-------
      414.60keV       0.0003%            G-------
      449.37keV       0.0002%            G-------

    Ac-228          6.15 Hrs.     0.1000 ---N----
       13.00keV           38%            -X------
      911.21keV         26.6%            G-------
      968.97keV         16.2%            G-------
      338.32keV         11.3%            G-------
      964.77keV         5.11%            G-------
      463.01keV         4.44%            G-------
      794.95keV         4.34%            G-------
      209.25keV         3.88%            G-------
      270.24keV         3.43%            G-------
     1588.21keV         3.27%            G-------
       93.35keV          3.2%            -X------
      327.99keV         2.95%            G-------
      129.07keV         2.45%            G-------
      409.46keV         1.94%            G-------
       89.95keV         1.94%            -X------
      835.71keV         1.68%            G-------
     1630.63keV          1.6%            G-------
      772.29keV          1.5%            G-------
      105.00keV         1.47%            -X------
       99.50keV         1.28%            G-------

    Th-227         18.72 Days     0.1000 ---N----
       12.30keV           21%            -X------
      235.97keV         12.3%            G-------
       50.13keV            8%            G-------
      256.25keV            7%            G-------
      329.85keV          2.7%            G-------
      300.00keV          2.3%            G-------
       88.47keV         1.97%            -X------
       79.72keV          1.9%            G-------
      286.12keV         1.54%            G-------
       93.93keV         1.37%            G-------
      304.52keV          1.2%            G-------
       85.43keV         1.19%            -X------
      210.65keV         1.11%            G-------
      334.38keV         1.05%            G-------
      100.00keV          0.9%            -X------
      254.68keV          0.7%            G-------
       49.89keV         0.57%            G-------
      113.16keV         0.52%            G-------
      312.69keV         0.48%            G-------
      272.93keV         0.48%            G-------

    Th-234          24.1 Days     0.1000 ---N----
       63.29keV          4.8%            G-------
       13.30keV          4.5%            -X------
       92.80keV          2.8%            G-------
       92.38keV          2.8%            G-------
      112.81keV         0.28%            G-------
       83.30keV        0.079%            G-------
       62.86keV        0.021%            G-------
       87.02keV        0.019%            G-------
       73.92keV      0.01716%            G-------
      184.80keV        0.013%            G-------
      108.00keV      0.01056%            G-------
       20.02keV         0.01%            G-------
       57.75keV        0.007%            G-------
      103.35keV     0.004158%            G-------
       29.49keV     0.001584%            G-------

   Pa-234M          70.2 Sec.     0.1000 ---N----
     1001.03keV        0.837%            G-------
       13.60keV         0.68%            -X------
      766.36keV        0.294%            G-------
       98.44keV        0.233%            -X------
       94.67keV        0.143%            -X------
      111.00keV        0.108%            -X------
      742.81keV         0.08%            G-------
      258.26keV       0.0728%            G-------
       13.30keV         0.06%            -X------
      786.27keV       0.0485%            G-------
     1737.73keV       0.0211%            G-------
     1831.30keV       0.0172%            G-------
     1193.77keV      0.01347%            G-------
       73.92keV        0.013%            G-------
     1510.20keV      0.01287%            G-------
      921.70keV      0.01269%            G-------
       41.82keV        0.012%            G-------
      739.95keV       0.0117%            G-------
      945.90keV       0.0101%            G-------
     1434.13keV      0.00968%            G-------

     U-235    7.038E+008 Yrs.     0.1000 ---N----
       19.59keV           61%            G-------
      185.71keV         57.2%            G-------
       13.00keV           51%            -X------
      143.76keV        10.96%            G-------
       93.35keV         5.81%            -X------
      163.33keV         5.08%            G-------
      205.31keV         5.01%            G-------
       89.95keV         3.56%            -X------
      105.00keV         2.69%            -X------
      109.16keV         1.54%            G-------
      202.11keV         1.08%            G-------
      194.94keV         0.63%            G-------
       94.00keV          0.4%            G-------
      182.61keV         0.34%            G-------
      279.50keV         0.27%            G-------
      140.76keV         0.22%            G-------
       95.70keV         0.19%            G-------
      221.38keV         0.12%            G-------
       72.70keV         0.11%            G-------
       96.09keV        0.086%            G-------

     U-237          6.75 Days     0.1000 -F------
       13.90keV           70%            -X------
       59.54keV         34.5%            G-------
      101.07keV         25.5%            -X------
      208.00keV         21.2%            G-------
       97.08keV         15.8%            -X------
      114.00keV         11.9%            -X------
       26.35keV         2.43%            G-------
      164.61keV         1.86%            G-------
       64.83keV        1.282%            G-------
      332.36keV          1.2%            G-------
      267.54keV        0.712%            G-------
       51.01keV         0.34%            G-------
       33.19keV         0.13%            G-------
      370.94keV       0.1073%            G-------

    Np-237    2.144E+006 Yrs.     0.1000 -F------
       13.30keV           58%            -X------
       29.37keV           15%            G-------
       86.48keV         12.4%            G-------
       95.87keV         2.73%            -X------
       92.29keV         1.68%            -X------
      108.00keV         1.27%            -X------
       94.64keV          0.6%            G-------
      143.25keV         0.43%            G-------
       57.10keV         0.39%            G-------
      151.41keV        0.232%            G-------
      194.95keV        0.184%            G-------
      117.70keV         0.16%            G-------
      212.29keV        0.155%            G-------
       87.99keV         0.14%            G-------
       46.53keV         0.11%            G-------
      155.24keV        0.092%            G-------
      131.10keV        0.085%            G-------
      169.16keV        0.073%            G-------
      108.70keV        0.068%            G-------

    Np-239         56.56 Hrs.     0.1000 T-------
       14.30keV           63%            -X------
      106.12keV         27.2%            G-------
      103.76keV         22.5%            -X------
      277.60keV        14.38%            G-------
       99.55keV           14%            -X------
      228.18keV        10.76%            G-------
      117.00keV         10.6%            -X------
      209.75keV         3.42%            G-------
      334.31keV         2.07%            G-------
      315.88keV          1.6%            G-------
       61.46keV         1.29%            G-------
      285.46keV         0.79%            G-------
      227.80keV         0.51%            G-------
      226.38keV         0.28%            G-------
       57.28keV         0.13%            G-------
       49.41keV         0.13%            G-------
       44.66keV         0.13%            G-------
      254.40keV         0.11%            G-------
       67.86keV        0.092%            G-------
      181.70keV        0.081%            G-------

    Pu-238          87.7 Yrs.     0.1000 T-------
       13.60keV         11.7%            -X------
       43.50keV       0.0395%            G-------
       99.85keV      0.00735%            G-------
      152.72keV     0.000937%            G-------
       98.44keV       0.0001%            -X------

    Pu-239    2.411E+004 Yrs.     0.1000 T-------
       13.60keV          4.9%            -X------
       51.62keV       0.0271%            G-------
       12.97keV      0.01838%            G-------
       38.66keV       0.0105%            G-------
      129.30keV      0.00631%            G-------
       98.44keV     0.006135%            -X------
       94.67keV     0.003786%            -X------
      111.00keV     0.002857%            -X------
      375.05keV     0.001554%            G-------
      413.71keV     0.001466%            G-------
       98.78keV      0.00122%            G-------
       56.83keV      0.00113%            G-------
       46.21keV     0.000737%            G-------
      116.26keV     0.000597%            G-------
      203.55keV     0.000569%            G-------
      345.01keV     0.000556%            G-------
      332.85keV     0.000494%            G-------
      115.38keV     0.000462%            G-------
       77.59keV      0.00041%            G-------
      393.14keV     0.000348%            G-------

    Pu-240          6564 Yrs.     0.1000 T-------
       13.60keV           11%            -X------
       45.24keV        0.045%            G-------
      104.23keV      0.00708%            G-------
      160.31keV     0.000402%            G-------

    Am-241         432.2 Yrs.     0.1000 T-------
       13.90keV           42%            -X------
       59.54keV         35.9%            G-------
       26.34keV          2.4%            G-------
       33.20keV        0.126%            G-------


            Nuclide Flags                        Peak Flags    
        -------------------------------------------------------
        T = Thermal Neutron Activation       G = Gamma Ray
        F = Fast Neutron Activation          X = X-Ray
        I = Fission Product                  P = Positron Decay
        N = Naturally Occcurring Isotope     S = Single-Escape
        P = Photon Reaction                  D = Double-Escape
        C = Charged Particle Reaction        K = Key Line
        M = No MDA Calculation               A = Not In Average
        A = Activity Not In Total

