peak=416	(67651.14814814793, 0.028077131001259498, 2663434.3580246908, 944476.510287917)
peak=837	(-4948.074074074073, -0.4720815196543977, 303422.049382716, 5152980.263374412)
peak=1176	(18895.925925925916, 0.41976468308106385, 642360.1234567901, 62271763.0658436)
peak=2656	(9016.259259259254, 0.04311463245549486, 109628.20987654322, 41484.905349793065)
peak=3288	(2114.4999999999977, 2.3701081620203897, 148737.41666666666, 24967334.083333336)
peak=3704	(5616.629629629632, 0.05045285375615244, 76987.93827160493, 3313.4485596706336)
peak=3792	(9989.749999999998, 0.036224351461767335, 117714.35416666667, 13237.145833333336)
peak=4803	(17248.77777777778, 0.029413552126957555, 70183.44444444445, 187218.37037036987)
